probeid	name_show	type	pubchemid	cmpdsynonym	mw	mf	polararea	complexity	xlogp	heavycnt	hbonddonor	hbondacc	rotbonds	inchi	isosmiles	canonicalsmiles	inchikey	iupacname
LDPC0564	C342	PAL-AfBPP Probe	146152969	Z4282860251	377.4	C18H20FN3O3S	87.6	708	2.1	26	0	6	7	InChI=1S/C18H20FN3O3S/c1-2-3-10-18(20-21-18)11-8-17(23)22-12-9-16(13-22)26(24,25)15-6-4-14(19)5-7-15/h1,4-7,16H,3,8-13H2	C#CCCC1(N=N1)CCC(=O)N2CCC(C2)S(=O)(=O)C3=CC=C(C=C3)F	C#CCCC1(N=N1)CCC(=O)N2CCC(C2)S(=O)(=O)C3=CC=C(C=C3)F	ZHTLQKKMGAHLBQ-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-[3-(4-fluorophenyl)sulfonylpyrrolidin-1-yl]propan-1-one
LDPC0565	C343	PAL-AfBPP Probe	146152988	Z4282860542	355.5	C21H29N3O2	54.3	642	2.7	26	0	4	5	InChI=1S/C21H29N3O2/c1-2-3-5-20(22-23-20)6-4-19(25)24-7-8-26-21(14-24)17-10-15-9-16(12-17)13-18(21)11-15/h1,15-18H,3-14H2	C#CCCC1(N=N1)CCC(=O)N2CCOC3(C2)C4CC5CC(C4)CC3C5	C#CCCC1(N=N1)CCC(=O)N2CCOC3(C2)C4CC5CC(C4)CC3C5	QYQDNXMJOXQUBQ-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-spiro[adamantane-2,2'-morpholine]-4'-ylpropan-1-one
LDPC0566	C344	PAL-AfBPP Probe	146149751	.	358.486	C20H30N4O2	74.13	358.2368762	3.0296	26	1	4	5	InChI=1S/C20H30N4O2/c1-2-3-12-20(22-23-20)13-11-18(25)24-15-7-5-4-6-14-21-19(26)16-9-8-10-17(16)24/h1,16-17H,3-15H2,(H,21,26)/t16-,17+/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]23[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C23[H])N=N1	MXNOQAMKQOKCRA-SJORKVTESA-N	.
LDPC0567	C346	PAL-AfBPP Probe	146152629	Z4225960289	338.4	C18H22N6O	84	559	3.3	25	1	5	8	InChI=1S/C18H22N6O/c1-4-5-8-18(22-23-18)9-10-19-17(25)14-7-6-11-24-15(12-13(2)3)20-21-16(14)24/h1,6-7,11,13H,5,8-10,12H2,2-3H3,(H,19,25)	CC(C)CC1=NN=C2N1C=CC=C2C(=O)NCCC3(N=N3)CCC#C	CC(C)CC1=NN=C2N1C=CC=C2C(=O)NCCC3(N=N3)CCC#C	FSCULFOSMDGCGH-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-3-(2-methylpropyl)-[1,2,4]triazolo[4,3-a]pyridine-8-carboxamide
LDPC0568	C347	PAL-AfBPP Probe	146153081	Z4286591731	342.4	C16H18N6OS	124	538	1.8	24	2	6	8	InChI=1S/C16H18N6OS/c1-3-4-6-16(21-22-16)7-9-17-14(23)10-13-11(2)19-15(24-13)12-5-8-18-20-12/h1,5,8H,4,6-7,9-10H2,2H3,(H,17,23)(H,18,20)	CC1=C(SC(=N1)C2=CC=NN2)CC(=O)NCCC3(N=N3)CCC#C	CC1=C(SC(=N1)C2=CC=NN2)CC(=O)NCCC3(N=N3)CCC#C	ANRNAGSHXSKQPK-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-[4-methyl-2-(1H-pyrazol-5-yl)-1,3-thiazol-5-yl]acetamide
LDPC0569	C348	PAL-AfBPP Probe	146152598	Z4225937802	342.4	C16H18N6OS	113	538	2.6	24	1	6	8	InChI=1S/C16H18N6OS/c1-3-5-6-16(20-21-16)7-8-17-14(23)12-9-18-22(10-12)15-19-13(4-2)11-24-15/h1,9-11H,4-8H2,2H3,(H,17,23)	CCC1=CSC(=N1)N2C=C(C=N2)C(=O)NCCC3(N=N3)CCC#C	CCC1=CSC(=N1)N2C=C(C=N2)C(=O)NCCC3(N=N3)CCC#C	YLOXUCSQGVPSIA-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-1-(4-ethyl-1,3-thiazol-2-yl)pyrazole-4-carboxamide
LDPC0570	C349	PAL-AfBPP Probe	146152880	Z4282859610	363.5	C21H25N5O	71.6	581	3.3	27	1	4	9	InChI=1S/C21H25N5O/c1-4-5-12-21(24-25-21)13-11-19(27)22-14-17-15-26(23-20(17)16(2)3)18-9-7-6-8-10-18/h1,6-10,15-16H,5,11-14H2,2-3H3,(H,22,27)	CC(C)C1=NN(C=C1CNC(=O)CCC2(N=N2)CCC#C)C3=CC=CC=C3	CC(C)C1=NN(C=C1CNC(=O)CCC2(N=N2)CCC#C)C3=CC=CC=C3	IWHHQMKRGWBQIN-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[(1-phenyl-3-propan-2-ylpyrazol-4-yl)methyl]propanamide
LDPC0571	C350	PAL-AfBPP Probe	146152602	.	357.841	C19H20ClN3O2	63.05	357.1244046	3.462	25	1	4	6	InChI=1S/C19H20ClN3O2/c1-2-3-6-19(22-23-19)7-9-21-17(24)15-12-18(15)8-10-25-16-5-4-13(20)11-14(16)18/h1,4-5,11,15H,3,6-10,12H2,(H,21,24)/t15-,18-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]23c2c([H])c(Cl)c([H])c([H])c2OC([H])([H])C3([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)C2([H])C([H])([H])C23c2c([H])c(Cl)c([H])c([H])c2OC([H])([H])C3([H])[H])N=N1	XKWCUBNTHUWTQS-YJBOKZPZSA-N	.
LDPC0572	C351	PAL-AfBPP Probe	146152951	Z4282860010	362.4	C17H22N4O3S	122	645	1.6	25	2	6	9	InChI=1S/C17H22N4O3S/c1-3-4-10-17(20-21-17)11-9-16(22)19-13(2)12-14-5-7-15(8-6-14)25(18,23)24/h1,5-8,13H,4,9-12H2,2H3,(H,19,22)(H2,18,23,24)	CC(CC1=CC=C(C=C1)S(=O)(=O)N)NC(=O)CCC2(N=N2)CCC#C	CC(CC1=CC=C(C=C1)S(=O)(=O)N)NC(=O)CCC2(N=N2)CCC#C	ZAPUOBBETIQDBW-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[1-(4-sulfamoylphenyl)propan-2-yl]propanamide
LDPC0573	C352	PAL-AfBPP Probe	146149762	.	333.417	C15H19N5O2S	95.81	333.1259458	1.7511	23	2	6	10	InChI=1S/C15H19N5O2S/c1-3-4-6-15(19-20-15)7-5-13(22)17-8-12-10-23-14(18-12)9-16-11(2)21/h1,10H,4-9H2,2H3,(H,16,21)(H,17,22)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c2nc(C([H])([H])N([H])C(=O)C([H])([H])[H])sc2[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c2nc(C([H])([H])N([H])C(=O)C([H])([H])[H])sc2[H])N=N1	OTMDKIONBKHQAG-UHFFFAOYSA-N	.
LDPC0574	C353	PAL-AfBPP Probe	146149840	Z3433407590	391.4	C20H18FN7O	96.9	663	2.3	29	1	7	8	InChI=1S/C20H18FN7O/c1-2-3-9-20(26-27-20)10-12-22-18(29)13-17-24-19-23-11-8-16(28(19)25-17)14-4-6-15(21)7-5-14/h1,4-8,11H,3,9-10,12-13H2,(H,22,29)	C#CCCC1(N=N1)CCNC(=O)CC2=NN3C(=CC=NC3=N2)C4=CC=C(C=C4)F	C#CCCC1(N=N1)CCNC(=O)CC2=NN3C(=CC=NC3=N2)C4=CC=C(C=C4)F	IOHUNIBVHHEEEA-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-[7-(4-fluorophenyl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl]acetamide
LDPC0575	C354	PAL-AfBPP Probe	146149832	Z3433406737	372.8	C17H17ClN6O2	93.8	585	2.9	26	1	6	8	InChI=1S/C17H17ClN6O2/c1-3-4-7-17(22-23-17)8-10-20-16(25)13-11-14(26-2)21-24(13)15-12(18)6-5-9-19-15/h1,5-6,9,11H,4,7-8,10H2,2H3,(H,20,25)	COC1=NN(C(=C1)C(=O)NCCC2(N=N2)CCC#C)C3=C(C=CC=N3)Cl	COC1=NN(C(=C1)C(=O)NCCC2(N=N2)CCC#C)C3=C(C=CC=N3)Cl	HADFMTWAEWKDRT-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(3-chloropyridin-2-yl)-5-methoxypyrazole-3-carboxamide
LDPC0576	C355	PAL-AfBPP Probe	146153067	.	390.365	C19H17F3N4O2	75.94	390.1303604	3.9576	28	1	5	8	InChI=1S/C19H17F3N4O2/c1-3-4-7-18(25-26-18)8-9-23-17(27)14-11-24-15-6-5-12(28-2)10-13(15)16(14)19(20,21)22/h1,5-6,10-11H,4,7-9H2,2H3,(H,23,27)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c2C(F)(F)F)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c2C(F)(F)F)N=N1	CJTDBVIGBINLBY-UHFFFAOYSA-N	.
LDPC0577	C356	PAL-AfBPP Probe	146153017	.	347.365	C18H19F2N3O2	63.05	347.1445333	3.6158	25	1	4	9	InChI=1S/C18H19F2N3O2/c1-2-3-9-18(22-23-18)10-8-16(24)21-14-11-13(14)12-6-4-5-7-15(12)25-17(19)20/h1,4-7,13-14,17H,3,8-11H2,(H,21,24)/t13-,14+/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c([H])c2OC([H])(F)F)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])c2c([H])c([H])c([H])c([H])c2OC([H])(F)F)N=N1	MDKNBDIOFWMPQZ-UONOGXRCSA-N	.
LDPC0578	C357	PAL-AfBPP Probe	146152942	.	327.403	C19H22FN3O	53.82	327.1746905	3.68112	24	1	3	9	InChI=1S/C19H22FN3O/c1-3-4-8-19(22-23-19)9-7-17(24)21-18(10-11-18)13-15-5-6-16(20)14(2)12-15/h1,5-6,12H,4,7-11,13H2,2H3,(H,21,24)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2(C([H])([H])c3c([H])c([H])c(F)c(C([H])([H])[H])c3[H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C2(C([H])([H])c3c([H])c([H])c(F)c(C([H])([H])[H])c3[H])C([H])([H])C2([H])[H])N=N1	QFSQNNMIPAJGBI-UHFFFAOYSA-N	.
LDPC0579	C358	PAL-AfBPP Probe	146152975	Z4282860393	323.5	C16H25N3O2S	81.3	525	1.3	22	0	5	7	InChI=1S/C16H25N3O2S/c1-4-7-9-16(17-18-16)10-8-14(20)19-11-12-22(21)15(5-2,6-3)13-19/h1H,5-13H2,2-3H3	CCC1(CN(CCS1=O)C(=O)CCC2(N=N2)CCC#C)CC	CCC1(CN(CCS1=O)C(=O)CCC2(N=N2)CCC#C)CC	ZROAWHFSIHWXTB-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-1-(2,2-diethyl-1-oxo-1,4-thiazinan-4-yl)propan-1-one
LDPC0580	C359	PAL-AfBPP Probe	.	.	338.411	C19H22N4O2	67.15	338.1742759	2.7852	25	0	5	5	InChI=1S/C19H22N4O2/c1-2-3-6-19(21-22-19)7-4-17(24)23-11-8-18(9-12-23)16-13-20-10-5-15(16)14-25-18/h1,5,10,13H,3-4,6-9,11-12,14H2	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C3(OC([H])([H])c4c([H])c([H])nc([H])c43)C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C3(OC([H])([H])c4c([H])c([H])nc([H])c43)C([H])([H])C2([H])[H])N=N1	QXVHUYXNHTXVEB-UHFFFAOYSA-N	.
LDPC0581	C360	PAL-AfBPP Probe	.	.	331.338	C15H20F3N3O2	63.05	331.1507615	2.9583	23	1	4	7	InChI=1S/C15H20F3N3O2/c1-2-3-8-14(20-21-14)9-7-13(22)19-10-11-5-4-6-12(23-11)15(16,17)18/h1,11-12H,3-10H2,(H,19,22)/t11-,12-/m1/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])O[C@@]([H])(C(F)(F)F)C([H])([H])C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C2([H])OC([H])(C(F)(F)F)C([H])([H])C([H])([H])C2([H])[H])N=N1	XPPPOTPAJKNXNB-VXGBXAGGSA-N	.
LDPC0582	C361	PAL-AfBPP Probe	166409905	Z3433405250	287.34	C13H13N5OS	99.4	465	2.7	20	1	5	6	InChI=1S/C13H13N5OS/c1-2-3-4-13(16-17-13)5-6-15-12(19)10-8-20-11-7-14-9-18(10)11/h1,7-9H,3-6H2,(H,15,19)	C#CCCC1(N=N1)CCNC(=O)C2=CSC3=CN=CN32	C#CCCC1(N=N1)CCNC(=O)C2=CSC3=CN=CN32	SULNIEVCQSYQLB-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]imidazo[5,1-b][1,3]thiazole-3-carboxamide
LDPC0583	C362	PAL-AfBPP Probe	146152583	Z4225929305	348.4	C20H20N4O2	79.8	594	3.4	26	1	5	8	InChI=1S/C20H20N4O2/c1-2-3-11-20(23-24-20)12-13-21-18(25)16-17(14-9-10-14)26-19(22-16)15-7-5-4-6-8-15/h1,4-8,14H,3,9-13H2,(H,21,25)	C#CCCC1(N=N1)CCNC(=O)C2=C(OC(=N2)C3=CC=CC=C3)C4CC4	C#CCCC1(N=N1)CCNC(=O)C2=C(OC(=N2)C3=CC=CC=C3)C4CC4	IEVKIWKVJRJURN-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-5-cyclopropyl-2-phenyl-1,3-oxazole-4-carboxamide
LDPC0584	C363	PAL-AfBPP Probe	146152616	Z4225952184	349.31	C16H14F3N5O	71.1	590	3.6	25	1	7	6	InChI=1S/C16H14F3N5O/c1-2-3-7-15(22-23-15)8-9-20-13(25)12-11-6-4-5-10-24(11)14(21-12)16(17,18)19/h1,4-6,10H,3,7-9H2,(H,20,25)	C#CCCC1(N=N1)CCNC(=O)C2=C3C=CC=CN3C(=N2)C(F)(F)F	C#CCCC1(N=N1)CCNC(=O)C2=C3C=CC=CN3C(=N2)C(F)(F)F	QMQWERCCSYPIQI-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-3-(trifluoromethyl)imidazo[1,5-a]pyridine-1-carboxamide
LDPC0585	C364	PAL-AfBPP Probe	146152611	Z4225949754	332.8	C15H13ClN4OS	95	511	3.1	22	1	5	6	InChI=1S/C15H13ClN4OS/c1-2-3-4-15(19-20-15)5-6-17-14(21)11-9-22-12-7-10(16)8-18-13(11)12/h1,7-9H,3-6H2,(H,17,21)	C#CCCC1(N=N1)CCNC(=O)C2=CSC3=C2N=CC(=C3)Cl	C#CCCC1(N=N1)CCNC(=O)C2=CSC3=C2N=CC(=C3)Cl	LZBMEAOMNUPVFB-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-6-chlorothieno[3,2-b]pyridine-3-carboxamide
LDPC0586	C365	PAL-AfBPP Probe	.	.	396.451	C20H24N6O3	104.26	396.1909886	1.8294	29	0	7	8	InChI=1S/C20H24N6O3/c1-2-3-7-20(23-24-20)8-6-16(27)25-11-15(12-25)26-10-14(9-17(26)28)19-21-18(22-29-19)13-4-5-13/h1,13-15H,3-12H2/t14-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])(N3C(=O)C([H])([H])[C@]([H])(c4nc(C5([H])C([H])([H])C5([H])[H])no4)C3([H])[H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])(N3C(=O)C([H])([H])C([H])(c4nc(C5([H])C([H])([H])C5([H])[H])no4)C3([H])[H])C2([H])[H])N=N1	HDGSFPRQZGEOHS-AWEZNQCLSA-N	.
LDPC0587	C366	PAL-AfBPP Probe	.	.	339.317	C16H16F3N3O2	74.05	339.1194614	2.6092	24	2	4	9	InChI=1S/C16H16F3N3O2/c1-2-3-5-16(21-22-16)6-4-14(24)20-13(9-23)10-7-11(17)15(19)12(18)8-10/h1,7-8,13,23H,3-6,9H2,(H,20,24)/t13-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(c2c([H])c(F)c(F)c(F)c2[H])C([H])([H])O[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C([H])(c2c([H])c(F)c(F)c(F)c2[H])C([H])([H])O[H])N=N1	WTSAVGIAPKRPCG-ZDUSSCGKSA-N	.
LDPC0588	C367	PAL-AfBPP Probe	146149813	Z3433405043	345.35	C17H17F2N5O	71.6	583	2.7	25	1	6	7	InChI=1S/C17H17F2N5O/c1-3-4-5-17(22-23-17)6-7-20-16(25)10-24-11(2)21-14-8-12(18)13(19)9-15(14)24/h1,8-9H,4-7,10H2,2H3,(H,20,25)	CC1=NC2=CC(=C(C=C2N1CC(=O)NCCC3(N=N3)CCC#C)F)F	CC1=NC2=CC(=C(C=C2N1CC(=O)NCCC3(N=N3)CCC#C)F)F	LJKKVUYUOUONNK-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2-(5,6-difluoro-2-methylbenzimidazol-1-yl)acetamide
LDPC0589	C368	PAL-AfBPP Probe	146152744	Z4269278480	370.4	C19H26N6O2	92.1	594	1.6	27	1	7	9	InChI=1S/C19H26N6O2/c1-4-5-7-19(23-24-19)8-6-18(26)20-11-15-10-16(27-3)12-25(15)17-9-14(2)21-13-22-17/h1,9,13,15-16H,5-8,10-12H2,2-3H3,(H,20,26)/t15-,16-/m1/s1	CC1=CC(=NC=N1)N2C[C@@H](C[C@@H]2CNC(=O)CCC3(N=N3)CCC#C)OC	CC1=CC(=NC=N1)N2CC(CC2CNC(=O)CCC3(N=N3)CCC#C)OC	WCRVUYPCGGEENY-HZPDHXFCSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[[(2R,4R)-4-methoxy-1-(6-methylpyrimidin-4-yl)pyrrolidin-2-yl]methyl]propanamide
LDPC0590	C369	PAL-AfBPP Probe	146152624	Z4225957878	358.4	C17H25F3N4O	57.1	579	2.9	25	1	7	7	InChI=1S/C17H25F3N4O/c1-5-6-7-16(22-23-16)8-9-21-14(25)12-10-24(15(2,3)4)11-13(12)17(18,19)20/h1,12-13H,6-11H2,2-4H3,(H,21,25)/t12-,13-/m0/s1	CC(C)(C)N1C[C@@H]([C@H](C1)C(F)(F)F)C(=O)NCCC2(N=N2)CCC#C	CC(C)(C)N1CC(C(C1)C(F)(F)F)C(=O)NCCC2(N=N2)CCC#C	DMXMJHLXZFRJTC-STQMWFEESA-N	(3R,4R)-1-tert-butyl-N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-4-(trifluoromethyl)pyrrolidine-3-carboxamide
LDPC0591	C370	PAL-AfBPP Probe	146152595	Z4225936020	284.36	C16H20N4O	66.7	425	1.9	21	1	4	8	InChI=1S/C16H20N4O/c1-3-4-7-16(19-20-16)8-11-18-15(21)12-13(2)14-5-9-17-10-6-14/h1,5-6,9-10,13H,4,7-8,11-12H2,2H3,(H,18,21)	CC(CC(=O)NCCC1(N=N1)CCC#C)C2=CC=NC=C2	CC(CC(=O)NCCC1(N=N1)CCC#C)C2=CC=NC=C2	ZNLPDWJJRCNNGV-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-3-pyridin-4-ylbutanamide
LDPC0592	C371	PAL-AfBPP Probe	146152645	Z4225966120	324.4	C14H20N4O3S	99.6	641	0.1	22	1	6	6	InChI=1S/C14H20N4O3S/c1-2-3-4-14(16-17-14)5-8-15-12(19)13-6-9-18(10-7-13)22(20,21)11-13/h1H,3-11H2,(H,15,19)	C#CCCC1(N=N1)CCNC(=O)C23CCN(CC2)S(=O)(=O)C3	C#CCCC1(N=N1)CCNC(=O)C23CCN(CC2)S(=O)(=O)C3	FBJLFGWZOMGJFE-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2,2-dioxo-2lambda6-thia-1-azabicyclo[2.2.2]octane-4-carboxamide
LDPC0593	C373	PAL-AfBPP Probe	166410051	Z3433407833	322.4	C19H22N4O	66.2	619	2.8	24	1	4	6	InChI=1S/C19H22N4O/c1-5-6-10-19(22-23-19)11-12-20-17(24)14-8-7-9-15-16(14)18(3,4)13(2)21-15/h1,7-9H,6,10-12H2,2-4H3,(H,20,24)	CC1=NC2=CC=CC(=C2C1(C)C)C(=O)NCCC3(N=N3)CCC#C	CC1=NC2=CC=CC(=C2C1(C)C)C(=O)NCCC3(N=N3)CCC#C	GUYPCRGFUANTFT-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-2,3,3-trimethylindole-4-carboxamide
LDPC0594	C374	PAL-AfBPP Probe	154884287	.	321.384	C18H19N5O	81.71	321.1589602	2.23618	24	0	5	5	InChI=1S/C18H19N5O/c1-2-3-9-18(21-22-18)10-6-17(24)23-11-7-14-4-5-15(13-19)20-16(14)8-12-23/h1,4-5H,3,6-12H2	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])c3nc(C#N)c([H])c([H])c3C([H])([H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])c3nc(C#N)c([H])c([H])c3C([H])([H])C2([H])[H])N=N1	DKATZLRZNYTQOX-UHFFFAOYSA-N	.
LDPC0595	C375	PAL-AfBPP Probe	146149769	Z3410167197	377.4	C15H18F3N3O3S	87.6	756	1.4	25	0	8	5	InChI=1S/C15H18F3N3O3S/c1-2-3-5-14(19-20-14)6-4-12(22)21-9-11-13(10-21,15(16,17)18)7-8-25(11,23)24/h1,11H,3-10H2/t11-,13-/m0/s1	C#CCCC1(N=N1)CCC(=O)N2C[C@H]3[C@@](C2)(CCS3(=O)=O)C(F)(F)F	C#CCCC1(N=N1)CCC(=O)N2CC3C(C2)(CCS3(=O)=O)C(F)(F)F	VVLDZSNKRWVUDH-AAEUAGOBSA-N	1-[(3aR,6aR)-1,1-dioxo-3a-(trifluoromethyl)-3,4,6,6a-tetrahydro-2H-thieno[2,3-c]pyrrol-5-yl]-3-(3-but-3-ynyldiazirin-3-yl)propan-1-one
LDPC0596	C376	PAL-AfBPP Probe	.	.	327.35	C16H20F3N3O	45.03	327.1558469	3.6756	23	0	3	5	InChI=1S/C16H20F3N3O/c1-2-3-6-15(20-21-15)8-5-13(23)22-11-12(16(17,18)19)4-7-14(22)9-10-14/h1,12H,3-11H2/t12-/m0/s1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C3(C([H])([H])C3([H])[H])C([H])([H])C([H])([H])[C@]([H])(C(F)(F)F)C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])(C(F)(F)F)C([H])([H])C([H])([H])C23C([H])([H])C3([H])[H])N=N1	XQBIPPZJAIMLFE-LBPRGKRZSA-N	.
LDPC0597	C378	PAL-AfBPP Probe	146152647	Z4225967456	282.3	C14H14N6O	84	475	1.2	21	1	5	6	InChI=1S/C14H14N6O/c1-2-3-6-14(18-19-14)7-8-15-13(21)12-11-5-4-9-20(11)17-10-16-12/h1,4-5,9-10H,3,6-8H2,(H,15,21)	C#CCCC1(N=N1)CCNC(=O)C2=NC=NN3C2=CC=C3	C#CCCC1(N=N1)CCNC(=O)C2=NC=NN3C2=CC=C3	URZNVGPLOLOWPJ-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]pyrrolo[2,1-f][1,2,4]triazine-4-carboxamide
LDPC0598	C379	PAL-AfBPP Probe	146153073	Z4286591611	406.5	C18H26N6O3S	117	739	0.7	28	1	7	9	InChI=1S/C18H26N6O3S/c1-3-5-8-18(21-22-18)9-10-19-17(25)15-6-11-24(12-7-15)28(26,27)16-13-20-23(4-2)14-16/h1,13-15H,4-12H2,2H3,(H,19,25)	CCN1C=C(C=N1)S(=O)(=O)N2CCC(CC2)C(=O)NCCC3(N=N3)CCC#C	CCN1C=C(C=N1)S(=O)(=O)N2CCC(CC2)C(=O)NCCC3(N=N3)CCC#C	OCWVXUIUSVHXCJ-UHFFFAOYSA-N	N-[2-(3-but-3-ynyldiazirin-3-yl)ethyl]-1-(1-ethylpyrazol-4-yl)sulfonylpiperidine-4-carboxamide
LDPC0599	C380	PAL-AfBPP Probe	146149743	Z3426081186	313.4	C15H15N5OS	108	493	2	22	1	6	7	InChI=1S/C15H15N5OS/c1-2-3-8-15(19-20-15)9-7-13(21)16-10-11-5-4-6-12-14(11)18-22-17-12/h1,4-6H,3,7-10H2,(H,16,21)	C#CCCC1(N=N1)CCC(=O)NCC2=CC=CC3=NSN=C32	C#CCCC1(N=N1)CCC(=O)NCC2=CC=CC3=NSN=C32	HSXXVYDCFYNAGO-UHFFFAOYSA-N	N-(2,1,3-benzothiadiazol-4-ylmethyl)-3-(3-but-3-ynyldiazirin-3-yl)propanamide
LDPC0600	C381	PAL-AfBPP Probe	.	.	316.365	C15H20N6O2	84.97	316.1647739	0.8547	23	0	7	9	InChI=1S/C15H20N6O2/c1-4-5-7-15(17-18-15)8-6-13(22)21-10-14(11-21,23-3)12-9-16-19-20(12)2/h1,9H,5-8,10-11H2,2-3H3	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C(OC([H])([H])[H])(c3c([H])nnn3C([H])([H])[H])C2([H])[H])N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C(OC([H])([H])[H])(c3c([H])nnn3C([H])([H])[H])C2([H])[H])N=N1	VYEXOAFBVAJHLA-UHFFFAOYSA-N	.
